sku,display_name,web_price,member_price,description,skills
978-0-13-804419-0,CertPREP Courseware: Configuring Windows Server Hybrid Advanced Services (AZ-801) - Instructor-Led,$150.00,$150.00,"  Description  This instructor-led CertPREP Configuring Windows Server Hybrid Advanced Services (AZ-801) course is a great next step for anyone who wants to become well-versed in Windows Server Hybrid administration. It covers the crucial concepts of not only how to secure Windows Server and Active Directory, but also how to manage and configure high availability and disaster recovery, migrate workloads to newer versions of Windows Server and to Azure, as well as monitor and troubleshoot Windows Server workloads across on-premises, hybrid, and cloud infrastructure. The goal of this course is to provide you and your students with all the tools you need to prepare for the AZ-801: Configuring Windows Server Hybrid Advanced Services exam—including text explanations, video demos, lab activities, self-assessment questions, and a practice exam—to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for Microsoft AZ-500. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 32 hours of primary course content. Each learner will progress at their own rate. Student audience:  Designed for Information Technology (IT) professionals who want to validate their advanced Windows Server Hybrid administration skills and knowledge, as well as those who have a thorough theoretical understanding as well as meaningful practical experience implementing the technologies involved. Student prerequisites:   3+ years professional experience as a Windows Server Hybrid administrator Experience working with Microsoft Windows Server and Azure Hybrid  Fluency in a high-level programming language supported by Microsoft Azure  Required course materials:  One seat of instructor-led CertPREP Administering Windows Server Hybrid Core Infrastructure (AZ-801) Courseware for each student. Course objectives:  Upon successful completion of this course, students should be able to:    Secure Windows Server on-premises and hybrid infrastructure Implement and manage Windows Server High Availability Implement disaster recovery Migrate servers and workloads Monitor and troubleshoot   ","Troubleshooting, Migration, Microsoft Windows, Microsoft Azure, Microsoft Active Directory (AD), Windows Server, Troubleshooting, Migration, Microsoft Windows, Microsoft Azure, Microsoft Active Directory (AD), Windows Server, "
978-0-13-805178-5,CertPREP Courseware: Microsoft Administering Windows Server Hybrid Core Infrastructure (AZ-800) - Instructor-Led,$150.00,$150.00,"  Description  This instructor-led CertPREP Administering Windows Server Hybrid Core Infrastructure (AZ-800) course comprises topics such as how to deploy and manage AD DS, hybrid identity, Windows Servers, virtual machines, containers, hybrid networks, and storage services, as well as how to perform these tasks with on-premises and Azure IaaS instances of Windows Server. The goal of this course is to provide you and your students with all the tools needed to prepare for the AZ-800: Administering Windows Server Hybrid Core Infrastructure exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam — to increase your student's chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for Microsoft AZ-500. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 32 hours of primary course content. Each learner will progress at their own rate. Student audience:  Designed for Information Technology (IT) professionals who want to validate their advanced Windows Server Hybrid administration skills and knowledge. Student prerequisites:   1-2 years professional experience working with Windows Serve and Azure Hybrid Working knowledge of Windows Server and Azure Hybrid functionality Theoretical understanding as well as meaningful practical experience implementing the technologies involved  Required course materials: One seat of instructor-led CertPREP Administering Windows Server Hybrid Core Infrastructure (AZ-800) Courseware for each student. Course objectives:  Upon successful completion of this course, students should be able to:    Deploy and manage Active Directory Domain Services in on-premises and cloud environments Manage Windows Servers and workloads in a hybrid environment Manage virtual machines and containers Implement and manage an on-premises and hybrid networking infrastructure Manage storage and file services   ","Virtual Machines (VM), File Systems, File Servers, Microsoft Azure, Storage Management, Virtual Computing, Microsoft Active Directory (AD), Windows Server, Virtual Machines (VM), File Systems, File Servers, Microsoft Azure, Storage Management, Virtual Computing, Microsoft Active Directory (AD), Windows Server, "
978-0-13-806573-7,CertPREP Courseware:  IT Specialist Network Security - Instructor-Led,$150.00,$150.00,"  Description                      The Network Security Certification course is based on learning the different techniques, tools and technologies to protect the network from unauthorized access. Upon completion of this course, students can expect to have knowledge of identifying the different types of attacks, configuring the user authentication, identifying the protocols, implementing email protection, and managing browser security. Students will also learn to configure anti-malware and antivirus software.  The goal of this course is to provide students with the tools and techniques needed to prepare for the Network Security certification—including text explanations, video demos, lab activities, self-assessment questions, and a practice exam—to increase their chances of passing the exam on the first try.  Duration:  5 days of training  Audience: Designed for high school students or adults looking to gain expertise in designing and implementing safe network infrastructure which includes: monitoring system performance, managing network, deploying data backup and recovery, installing and configuring hardware and software related to the networking. By becoming a Network Security Certified: Network Administrator, you will be able to manage a complete organization’s network by advising the network engineering team to manage and maintain the organization’s data safe and secure. You will also be able to pursue a career as a network architect.  Prerequisites:  Basics of computer networking Fundamentals of the network protocols and topologies Expertise in troubleshooting Understanding the complete architecture of the networking system  Course objectives: Upon successful completion of this course, students should be able to:   Identify the core security policies and their types Identify the different types of threats or attacks on the network Authenticate the user and manage permissions Manage email and browser security Install anti-virus and investigating alerts  Required course materials  Network Security Essentials: Applications and Standards   ","Security Controls, Antivirus Software, Data Management, User Account Management, Threat Detection, Threat Management, Email Management, Security Policies, Configuration Management, Network Administration, System Administration, Network Development, Network Infrastructure, Security, Network Management, Network Security, Data Administration, System Monitoring, Network Protocols, Network Architecture, Network Engineering, Security Management, Network Management Systems, Data Security, "
978-0-13-806573-7-SP,CertPREP Courseware: IT Specialist Network Security - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP IT Specialist Network Security course is based on learning the different techniques, tools and technologies to protect the network from unauthorized access. Upon completion of this course, students can expect to have knowledge of identifying the different types of attacks, configuring the user authentication, identifying the protocols, implementing email protection, and managing browser security. Students will also learn to configure anti-malware and antivirus software. The goal of this course is to provide students with the tools and techniques needed to prepare for the Network Security certification—including text explanations, video demos, lab activities, self-assessment questions, and a practice exam—to increase their chances of passing the exam on the first try. Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist Network Security. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 40 hours of primary course content. Each learner will progress at their own rate. Audience: Designed for high school students or adults looking to gain expertise in designing and implementing safe network infrastructure which includes: monitoring system performance, managing network, deploying data backup and recovery, installing and configuring hardware and software related to the networking. By becoming a Network Security Certified: Network Administrator, you will be able to manage a complete organization’s network by advising the network engineering team to manage and maintain the organization’s data safe and secure. You will also be able to pursue a career as a network architect. Prerequisites:  Basics of computer networking Fundamentals of the network protocols and topologies Expertise in troubleshooting Understanding the complete architecture of the networking system  Required course materials: Self-paced CertPREP IT Specialist Network Security Courseware. Course objectives: Upon successful completion of this course, students should be able to:   Identify the core security policies and their types Identify the different types of threats or attacks on the network Authenticate the user and manage permissions Manage email and browser security Install anti-virus and investigating alerts   ","Security Controls, Antivirus Software, Data Management, Threat Assessment, User Account Management, Threat Detection, Threat Management, Email Management, Security Policies, Configuration Management, Network Administration, System Administration, Network Development, Network Infrastructure, Security, Network Management, Network Security, Data Administration, Backup Systems, System Monitoring, Network Protocols, Network Architecture, Network Engineering, Security Management, Training, Network Management Systems, Data Security, "
978-0-13-806575-1,CertPREP Courseware:  IT Specialist Databases - Instructor-Led,$150.00,$150.00,"  Description                      Databases serve as a foundation layer of many web and data applications, business reporting functions, and prediction algorithms. In this course, students will learn  how to design and optimize a database how to create, update and delete records and tables how to filter and aggregate data how to automate certain procedures   Taken together, these skills will serve as an entry point into data-related careers in reporting, data engineering, and automation.  Duration:  4 days of training  Audience: Designed for high school-level students and learners interested in obtaining a working-level proficiency with databases. After completing this course, you will be able to perform the basic responsibilities of an entry-level professional in the IT field, or take advanced database courses that will allow you to become a database administrator.  Prerequisites: None  Course objectives: Upon successful completion of this course, students should be able to:    Translate business case into a normalized database design Create and maintain tables, views, and stored procedures that support business operations Create and maintain tables, views, and stored procedures that support reporting functions Optimize and troubleshoot queries   Required course materials:  None  ","Database Design, Records Management, Database Administration, Database Systems, Database Management, Stored Procedures, Database Queries, Database Development, Reporting, "
978-0-13-806575-1-SP,CertPREP Courseware: IT Specialist Databases - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP IT Specialist Databases course serves as a foundation layer of many web and data applications, business reporting functions, and prediction algorithms. In this course, students will learn:  how to design and optimize a database how to create, update and delete records and tables how to filter and aggregate data how to automate certain procedures  Taken together, these skills will serve as an entry point into data-related careers in reporting, data engineering, and automation. Course components:  Lessons MeasureUp Practice Test for IT Specialist Databases. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 36 hours of primary course content. Each learner will progress at their own rate. Audience: Designed for high school-level students and learners interested in obtaining a working-level proficiency with databases. After completing this course, you will be able to perform the basic responsibilities of an entry-level professional in the IT field or take advanced database courses that will allow you to become a database administrator. Prerequisites:  None Required course materials: Self-paced CertPREP IT Specialist Databases Courseware. Course objectives: Upon successful completion of this course, students should be able to:    Translate business case into a normalized database design Create and maintain tables, views, and stored procedures that support business operations Create and maintain tables, views, and stored procedures that support reporting functions Optimize and troubleshoot queries   ","Database Design, Records Management, Database Administration, Database Systems, Database Management, Stored Procedures, Database Development, Business Case, "
978-0-13-806577-5,CertPREP Courseware:  IT Specialist Software Development - Instructor-Led,$150.00,$150.00,"  Description                      The software development course will explain the concepts, principles, and elements that are essential for a web application. These include algorithms, functional programming patterns, databases, and various programming languages. The students will also learn important software development principles required in the stages of software development. After completing the course, the students will be well prepared to enroll in more advanced software development training such as a software boot camp or computer science degree.  Duration:  3 days of training  Audience: Designed for high school students and adults who wish to achieve a good understanding of what software development entails. The course will also help you investigate if software development is a desirable occupation and build a foundation for your software career. An employee involved in HR or management in a software development company can also benefit from this course as they will learn the terminology common among developers.  Prerequisites  Candidates are expected to have some experience with C# and ANSI SQL. Course objectives: Upon successful completion of this course, students should be able to:   Solve programming problems using algorithms and flowcharts Understand the software development life cycle (SDLC) Translate project requirements into code deliverables Correctly use encapsulation within classes for secure coding Identify the elements within a website application architecture Query a database  Required course materials:  None  ","Requirements Analysis, Requirements Management, Applications Architecture, Structured Query Language (SQL), Problem Solving, Database Management, Database Development, Database Queries, Website Architecture, Software Development, Software Development Life Cycle (SDLC), "
978-0-13-806577-5-SP,CertPREP Courseware: IT Specialist Software Development - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP IT Specialist Software Development course will explain the concepts, principles, and elements that are essential for a web application. These include algorithms, functional programming patterns, databases, and various programming languages. The students will also learn important software development principles required in the stages of software development. After completing the course, the students will be well prepared to enroll in more advanced software development training such as a software boot camp or computer science degree. Course components:  Lessons Videos MeasureUp Practice Test for IT Specialist Software Development. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 24 hours of primary course content. Each learner will progress at their own rate. Audience: Designed for high school students and adults who wish to achieve a good understanding of what software development entails. The course will also help you investigate if software development is a desirable occupation and build a foundation for your software career. An employee involved in HR or management in a software development company can also benefit from this course as they will learn the terminology common among developers. Prerequisites: Candidates are expected to have some experience with C# and ANSI SQL. Required course materials: Self-paced CertPREP IT Specialist Software Development Courseware. Course objectives: Upon successful completion of this course, students should be able to:   Solve programming problems using algorithms and flowcharts Understand the software development life cycle (SDLC) Translate project requirements into code deliverables Correctly use encapsulation within classes for secure coding Identify the elements within a website application architecture Query a database   ","Requirements Analysis, Requirements Management, Structured Query Language (SQL), Problem Solving, Database Management, Software Lifecycle Management (SLM), Software Development, Software Development Life Cycle (SDLC), "
978-0-13-806580-5,CertPREP Courseware: IT Specialist Python - Instructor-Led,$100.00,$100.00,"  Description                      The Python Certification course will explain the software programming basics using Python. As of the year 2022, Python is the most popular programming language because of its simple syntax and extensive, open-source library of modules. Python is commonly used for creating desktop and website applications in finance, business, and even social media like Instagram and Pinterest.  No coding experience is required for this course. Through the programming skills and tools taught, the students will learn to solve complicated problems. After completing this course, they will be prepared for designing, coding, and debugging Python computer programs.  Duration:  3 days of training  Audience: Designed to guide high school students and adults through their first coding experience. It is written for beginners, so you don’t need any previous coding experience. However, it can also be helpful if you have computer programming experience but want to learn the syntax and basics of the Python programming language.  After certification in this course, you will be prepared to practice and write Python programs.  Prerequisites:  None  Course objectives:   Upon successful completion of this course, students should be able to:     Read, write, and modify a computer program in Python Use branching and iteration to solve complex problems Read and write to a file or console in Python Understand Python syntax and structures Troubleshoot and debug code Use Python built-in modules   Required course materials:  None  ","Troubleshooting, Debugging, Computer Literacy, Problem Solving, Esri ArcPy, Python, Problem Management, Computer Programming, "
978-0-13-806580-5-SP,CertPREP Courseware: IT Specialist Python - Self-Paced,$100.00,$100.00,"  Description  This self-paced CertPREP IT Specialist Python course explains the software programming basics using Python. As of the year 2022, Python is the most popular programming language because of its simple syntax and extensive, open-source library of modules. Python is commonly used for creating desktop and website applications in finance, business, and even social media like Instagram and Pinterest. No coding experience is required for this course. Through the programming skills and tools taught, the students will learn to solve complicated problems. After completing this course, they will be prepared for designing, coding, and debugging Python computer programs. Course components:  Lessons MeasureUp Practice Test for IT Specialist Python. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 24 hours of primary course content. Each learner will progress at their own rate. Audience: Designed to guide high school students and adults through their first coding experience. It is written for beginners, so you don’t need any previous coding experience. However, it can also be helpful if you have computer programming experience but want to learn the syntax and basics of the Python programming language. After certification in this course, you will be prepared to practice and write Python programs. Prerequisites: None Required course materials: Self-paced CertPREP IT Specialist Python Courseware. Course objectives: Upon successful completion of this course, students should be able to:  Read, write, and modify a computer program in Python Use branching and iteration to solve complex problems Read and write to a file or console in Python Understand Python syntax and structures Troubleshoot and debug code Use Python built-in modules   ","Troubleshooting, Debugging, Web Application Development, Computer Literacy, Problem Solving, Esri ArcPy, Python, Computer Programming, "
978-0-13-810387-3,"CertPREP Courseware:  Microsoft Security, Compliance, & Identity Fundamentals (SC-900) - Instructor-Led",$150.00,$150.00,"  Description  This instructor-led CertPREP Microsoft Security, Compliance, & Identity Fundamentals (SC-900) course is targeted to those looking to familiarize themselves with the fundamentals of security, compliance, and identity (SCI) across cloud-based and related Microsoft services. It covers topics such Microsoft Azure and Microsoft 365 and requires you to understand how Microsoft security, compliance, and identity solutions can span across these areas to provide a holistic and end-to-end solution. The goal of this course is to provide you with all the tools you need to prepare for the SC-900: Developing Solutions for Microsoft Security, Compliance, and Identity Fundamentals exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for Microsoft Security, Compliance, & Identity Fundamentals (SC-900). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: 1 day Audience: Business stakeholders, new or existing IT professionals, or students who have an interest in Microsoft security, compliance, and identity solutions. Prerequisites:   1-year professional experience in Microsoft security, compliance, and identity solutions. Experience working with Microsoft Azure and Microsoft 365.  Required course materials: Instructor-led Microsoft Security, Compliance, & Identity Fundamentals (SC-900)) Courseware. Course objectives:  Upon successful completion of this course, students should be able to:    Describe the concepts of security, compliance, and identity. Discuss Microsoft Identity and Access Management Solutions. Explain the capabilities of Microsoft security solutions. Describe the capabilities of Microsoft compliance solutions.   ","Microsoft Azure, Security, Microsoft 365, "
978-0-13-810387-3-SP,"CertPREP Courseware:  Microsoft Security, Compliance, & Identity Fundamentals (SC-900)  - Self-Paced",$150.00,$150.00,"  Description  This self-paced CertPREP Microsoft Security, Compliance, & Identity Fundamentals (SC-900) course is targeted to those looking to familiarize themselves with the fundamentals of security, compliance, and identity (SCI) across cloud-based and related Microsoft services. It covers topics such Microsoft Azure and Microsoft 365 and requires you to understand how Microsoft security, compliance, and identity solutions can span across these areas to provide a holistic and end-to-end solution. The goal of this course is to provide you with all the tools you need to prepare for the SC-900: Developing Solutions for Microsoft Security, Compliance, and Identity Fundamentals exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for Microsoft Security, Compliance, & Identity Fundamentals (SC-900). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 8 hours of primary course content. Each learner will progress at their own rate. Audience: Business stakeholders, new or existing IT professionals, or students who have an interest in Microsoft security, compliance, and identity solutions. Prerequisites:   1-year professional experience in Microsoft security, compliance, and identity solutions. Experience working with Microsoft Azure and Microsoft 365.  Required course materials: Self-paced Microsoft Security, Compliance, & Identity Fundamentals (SC-900)) Courseware. Course objectives:  Upon successful completion of this course, students should be able to:    Describe the concepts of security, compliance, and identity. Discuss Microsoft Identity and Access Management Solutions. Explain the capabilities of Microsoft security solutions. Describe the capabilities of Microsoft compliance solutions.   ","Microsoft Software, Microsoft 365, "
978-0-13-810748-2,CertPREP Courseware:  IT Specialist JavaScript - Instructor-Led,$150.00,$150.00,"  Description                      The JavaScript course helps learners to develop skills in order to become professional web developers who will be able to create and develop robust, user-friendly and interactive websites. It also teaches learners how to build web applications and mobile applications.  Upon completion of this course, learners can expect to have the knowledge of the basic tools and programming skills required to develop a web page and debug using exception handling. The goal of this course is to provide information on how to develop a website using JavaScript and prepare for a JavaScript certificate — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam — to increase chances of passing the exam on the first try.  Duration:  4 days of training  Audience:  Designed for high school students and web developers who want to specialize in developing interactive web applications and mobile applications using JavaScript. By becoming JavaScript certified, as web developers you can work on both front-end as well as backend client-server. You will be able to enhance your Java programming skills and apply them to develop a wide range of web-based applications like interactive online forms and video editing. It also helps you to manage the websites of an organization by updating and backing up the existing websites.  Prerequisites:     Basic understanding of Java programming language Usage of internet and web browser Basic knowledge of network architecture, client-server model Basic understanding of database Course objectives: Upon successful completion of this course, students should be able to:  Use operators, variables, data types and functions in Java Test and use HTML to create HTML forms Develop interactive web applications using JavaScript Investigate or debugging code using the exception handling method Create events using HTML Required course materials:  HTML, CSS & JavaScript Front-End Web Development Pearson uCertify Course and In One Hour a Day Textbook Bundle  ","Web Applications, Web Administration, Debugging, Website Management, Management, Web Development, Event Management, Web Application Development, Video Editing, Event Processing, Network Architecture, Web Pages, Editing, JavaScript (JS), Java, JavaScript Frameworks, Cascading Style Sheets (CSS), HyperText Markup Language (HTML), "
978-0-13-810748-2-SP,CertPREP Courseware: IT Specialist JavaScript - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP IT Specialist JavaScript course helps learners to develop skills to become professional web developers who will be able to create and develop robust, user-friendly and interactive websites. It also teaches learners how to build web applications and mobile applications. Upon completion of this course, learners can expect to have the knowledge of the basic tools and programming skills required to develop a web page and debug using exception handling. The goal of this course is to provide information on how to develop a website using JavaScript and prepare for a JavaScript certificate — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam — to increase chances of passing the exam on the first try. Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist JavaScript. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 36 hours of primary course content. Each learner will progress at their own rate. Audience: Designed for high school students and web developers who want to specialize in developing interactive web applications and mobile applications using JavaScript. By becoming JavaScript certified, as web developers you can work on both front-end as well as backend client-server. You will be able to enhance your Java programming skills and apply them to develop a wide range of web-based applications like interactive online forms and video editing. It also helps you to manage the websites of an organization by updating and backing up the existing websites. Prerequisites:  Basic understanding of Java programming language Usage of internet and web browser Basic knowledge of network architecture, client-server model Basic understanding of database  Required course materials: Self-paced CertPREP IT Specialist JavaScript Courseware. Course objectives: Upon successful completion of this course, students should be able to:  Use operators, variables, data types and functions in Java Test and use HTML to create HTML forms Develop interactive web applications using JavaScript Investigate or debugging code using the exception handling method Create events using HTML   ","Debugging, Event Management, Web Development, Video Editing, Front End Software Engineering, JavaScript (JS), Website Management, Event Processing, Web Pages, Editing, JavaScript Frameworks, Web Applications, Web Application Development, Java, HyperText Markup Language (HTML), Web Administration, Management, Event Planning, Network Architecture, Training, "
978-0-13-810750-5,CertPREP Courseware: HTML5 Application Development (INF-306) - Instructor-Led,$150.00,$150.00,"  Description  This instructor-led CertPREP IT Specialist HTML5 Application Development (INF-306) Course is designed to prepare students to develop dynamic web applications for different devices. HTML is commonly thought to be used as a web technology to get a user interface. However, this course will focus on HTML5, CSS, and JavaScript in application development. Upon completion of this course, the students will be able to evaluate, design, and develop functional and responsive web applications that will run on a variety of devices, such as PCs, tablets, and phones. Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist HTML5 Application Development. Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: 3 days Audience: This course has been designed for high school students and intermediate-level developers who are interested in taking the next step in application development and in obtaining a working-level proficiency with HTML5 and CSS. After taking this course, you will be able to write syntactically correct HTML5 and CSS and utilize JavaScript to create an interactive web experience. You will also be able to employ the canvas element, the svg element, and CSS to achieve professional styling and manage content layout. Another important outcome from this course is the ability to develop applications that are responsive on various devices. Prerequisites:  The students should have some basic knowledge of operating systems and computer networks. The students should be familiar with the usage of the Internet and web browsers.  Course objectives  Upon successful completion of this course, students should be able to:    Describe the application lifecycle and analyze, plan, develop, and maintain an application based on this structure. Perform application testing and debugging. Apply their knowledge of the canvas element and the svg element to create and display graphics and animations, do styling and enhancements, and apply CSS filters. Describe how forms work. Manage content layout and create responsive and flexible designs. Apply their knowledge of JavaScript to manage the state of an application.  Required course materials: Instructor-led CertPREP IT Specialist HTML5 Application Development (INF-306) Courseware.  ","HyperText Markup Language (HTML), Web Development, Web Application Development, Content Management (CM), Web Design, Web Engineering, JavaScript (JS), Application Development, JavaScript Frameworks, Cascading Style Sheets (CSS), HTML5, "
978-0-13-810824-3-SP,CertPREP Courseware: CompTIA IT Fundamentals+ (FCO-U61) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP CompTIA IT Fundamentals+ (FCO-U61) course is designed to be the gateway to help you decide which paths to follow in your information technology (IT) career. CompTIA IT Fundamentals+ is designed to be a “vendor-neutral” exam that measures your knowledge of industry-standard technology. It covers six domains: IT concepts and terminology, infrastructure, applications and software, software development, database fundamentals, and security. The goal of this course is to provide you and your students with all the tools needed to prepare for the FCO-061: CompTIA IT Fundamentals+ — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA IT Fundamentals+ (FCO-U61). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 40 hours of primary course content. Each learner will progress at their own rate. Audience:  Advanced end users, considering a career in IT, and interested in pursuing professional-level certifications, such as A+ and/or professionals who want to acquire additional CompTIA certifications such as A+, Network+, Security+, and so on as well as third-party certifications.  Prerequisites:  1-2 years professional experience with PC or mobile device hardware, operating systems, applications support, software development, database management, or security.  Required course materials: Self-paced CertPREP CompTIA IT Fundamentals+ (FCO-U61) Courseware. Course objectives:  Upon successful completion of this course, students should be able to:    Explain computing, IT infrastructure, software development and database use. Identify different applications and software used with operating systems. Demonstrate knowledge of installing software. Understand how to establish basic network connectivity. Prevent basic security risks.   ","Microsoft Operating Systems, Database Administration, Database Systems, Security, Computer Literacy, Database Management, Database Development, Operating Systems, Software Development, Desktop Computing, "
978-0-13-810825-0,CertPREP Courseware: CompTIA CASP+ (CAS-004) - Instructor-Led,$150.00,$150.00,"  Description  This CertPREP CompTIA Advanced Security Practitioner course is a great next step for anyone working in the security field who wants to become well-versed in security architecture, security operations, security engineering and cryptography, governance, risk, and compliance. The CAS-004 certification is vendor-neutral, so the devices and technologies introduced in this course will work with multiple vendors. The goal of this course is to provide you and your students with all the tools needed to prepare for the CAS-004: Comp TIA Advanced Security Practitioner exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA CASP (CAS-004). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: 5 days of training Audience:  Security practitioners with 1-2 years of experience in security architecture, security operations, security engineering and cryptography, and governance.  Prerequisites:  1-2 years professional experience working as a security practitioner.  Required course materials: CertPREP CompTIA CASP+ (CAS-004) Courseware.  ","Security, Security Engineering, "
978-0-13-810825-0-SP,CertPREP Courseware: CompTIA CASP+ (CAS-004) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP CompTIA Advanced Security Practitioner course is a great next step for anyone working in the security field who wants to become well-versed in security architecture, security operations, security engineering and cryptography, governance, risk, and compliance. The CAS-004 certification is vendor-neutral, so the devices and technologies introduced in this course will work with multiple vendors. The goal of this course is to provide you with all the tools you need to prepare for the CAS-004: Comp TIA Advanced Security Practitioner exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA CASP (CAS-004). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 40 hours of primary course content. Each learner will progress at their own rate. Audience:  Security practitioners with 1-2 years of experience in security architecture, security operations, security engineering and cryptography, and governance.  Prerequisites:  1-2 years professional experience working as a security practitioner.  Required course materials: Self-paced CertPREP CompTIA CASP+ (CAS-004) Courseware.  ","Governance, Security, Security Engineering, "
978-0-13-819547-2,CertPREP Courseware: PMI Project Management Professional - Instructor-Led,$150.00,$150.00,"  Description                      This instructor-led Project Management Professional (PMP) course is focused on specific educational and experience attributes, connected to Project Management Institute (PMI) definitions (BOK7) and expectations for understanding of topics. The PMP domains are people, process, and business environment. Completing the course and passing the exam signifies an individual has the process knowledge, experience, and training required to practice the principles and standards prescribed by the Project Management Institute (PMI).  The goal of this course is to demonstrate real-world foundational knowledge of core data concepts and how they are implemented for the Project Management Professional — including foundation topics, exam preparations tasks, and a practice exam— to increase your chances of passing the exam on your first try.  Course components:  Lessons Video learning MeasureUp Practice Test for PMI Project Management Professional. Practice mode with remediation and Certification mode to simulate the test day experience.   Duration: 5 days of instructor-led training.  Audience: The audience for this training is anyone who wants to pass the PMP ® Certification exam and advance their career in project management.  Prerequisites:  Candidates with a four-year bachelor’s degree (or global equivalent) need to be able to illustrate 36 months of project management or lead experience in the past eight years. Those without a bachelor’s degree need to show 60 months of project management or lead experience within the past eight years.   Course objectives Upon successful completion of this course, students should be able to:     Understand the key elements of the PMBOK® Guide that are critical for exam success. Learn PMIs approach to project management. Streamline your exam preparations via exam insights, tips, and study strategies. Improve your exam readiness with a clear understanding of test-taking strategies and PMP exam question types and scenarios. Understand how to plan and close projects according to PMI guidelines. Master the differences between predictive, agile, and hybrid project approaches. Clarify the differences between the roles of the predictive project manager and the agile team facilitator. Understand how to collaborate, engage, and motivate teams and stakeholders for successful completion of the project.   Required course materials: Instructor-led CertPREP PMI PMP courseware.                                                                                                 ","Project Management (PM), "
