sku,name,id,confidence,description,skill_percentage_rolling,skill_changes_1y,in_demand
978-0-13-802717-9,Best Practices,FS008279,0.8748492002487183,A best practice is a method or technique that has been generally accepted as superior to any alternatives because it produces results that are superior to those achieved by other means or because it has become a standard way of doing things.,0.0153040260648177,-0.1592519394818301,True
978-0-13-806575-1-SP,Business Case,FS000890,0.997927188873291,A business case captures the reasoning for initiating a project or task.,0.0028628833993448,-0.2020621688339746,False
978-0-13-802718-6,Java,FS004029,0.9963576197624208,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible.",0.0168662726156765,-0.0943683105331784,True
978-0-13-802718-6-SP,Java,FS004029,0.9992820620536804,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible.",0.0168662726156765,-0.0943683105331784,True
978-0-13-810748-2,Java,FS004029,0.8901730179786682,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible.",0.0168662726156765,-0.0943683105331784,True
978-0-13-810748-2-SP,Java,FS004029,0.9325265884399414,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible.",0.0168662726156765,-0.0943683105331784,True
978-0-13-802718-6,Computer Literacy,FS001527,0.9832809567451476,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving.",0.1234815092574558,-0.1386159479562273,True
978-0-13-810824-3-SP,Computer Literacy,FS001527,0.9481447339057922,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving.",0.1234815092574558,-0.1386159479562273,True
978-0-13-796856-5-SP,Computer Literacy,FS001527,0.916304886341095,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving.",0.1234815092574558,-0.1386159479562273,True
978-0-13-806580-5,Computer Literacy,FS001527,0.9743635058403016,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving.",0.1234815092574558,-0.1386159479562273,True
978-0-13-806580-5-SP,Computer Literacy,FS001527,0.903835952281952,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving.",0.1234815092574558,-0.1386159479562273,True
978-0-13-796856-5,Computer Literacy,FS001527,0.916304886341095,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving.",0.1234815092574558,-0.1386159479562273,True
978-0-13-802718-6,Problem Solving,FS005816,0.9673936367034912,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-802718-6-SP,Problem Solving,FS005816,0.9963576197624208,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
ITS-CompThink-VUE,Problem Solving,FS005816,0.9699773788452148,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-802713-1,Problem Solving,FS005816,0.9973142743110656,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-806580-5,Problem Solving,FS005816,0.9158198833465576,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-806580-5-SP,Problem Solving,FS005816,0.8823431134223938,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-806577-5,Problem Solving,FS005816,0.9910573959350586,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-806577-5-SP,Problem Solving,FS005816,0.9931695461273192,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-732521-4,Problem Solving,FS005816,0.99085533618927,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.,0.1401791691521161,-0.068463780135226,True
978-0-13-802718-6,Problem Management,FS005815,0.9817912578582764,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.,0.0074611233882292,-0.1512376779986477,True
978-0-13-802718-6-SP,Problem Management,FS005815,0.9887729287147522,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.,0.0074611233882292,-0.1512376779986477,True
978-0-13-802713-1,Problem Management,FS005815,0.9661164879798888,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.,0.0074611233882292,-0.1512376779986477,True
978-0-13-806580-5,Problem Management,FS005815,0.9707486629486084,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.,0.0074611233882292,-0.1512376779986477,True
978-0-13-732521-4,Problem Management,FS005815,0.991258442401886,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.,0.0074611233882292,-0.1512376779986477,True
978-0-13-802718-6,Debugging,FS002014,0.97340726852417,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-802718-6-SP,Debugging,FS002014,0.9695720076560974,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-810748-2,Debugging,FS002014,0.9400469064712524,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-810748-2-SP,Debugging,FS002014,0.975051760673523,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-672158-1-SP,Debugging,FS002014,0.9046065211296082,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-806580-5,Debugging,FS002014,0.8487148284912109,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-806580-5-SP,Debugging,FS002014,0.9678761959075928,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",0.0062856671230343,-0.0827256458408236,True
978-0-13-802718-6,Object Oriented Programming (OOP),FS005173,0.96417897939682,"Object-oriented programming (OOP) is a programming paradigm based on the concept of ""objects"", which may contain data, in the form of fields, often known as attributes; and code, in the form of procedures, often known as methods",0.0032513090732503,-0.2552476704537733,True
978-0-13-802718-6-SP,Object Oriented Programming (OOP),FS005173,0.9449899792671204,"Object-oriented programming (OOP) is a programming paradigm based on the concept of ""objects"", which may contain data, in the form of fields, often known as attributes; and code, in the form of procedures, often known as methods",0.0032513090732503,-0.2552476704537733,True
978-0-13-810748-2,Event Processing,FS002723,0.9293171763420104,"In programming and software design, an event is an action or occurrence recognized by software, often originating asynchronously from the external environment, that may be handled by the software.",,,
978-0-13-810748-2-SP,Event Processing,FS002723,0.9735447764396667,"In programming and software design, an event is an action or occurrence recognized by software, often originating asynchronously from the external environment, that may be handled by the software.",,,
978-0-13-810748-2,Event Management,FS002725,0.8773205876350403,"Event management is the application of project management to the creation and development of small and/or large-scale personal or corporate events such as festivals, conferences, ceremonies, weddings, formal parties, concerts, or conventions.",0.0053759299973321,-0.100442289823224,True
978-0-13-810748-2-SP,Event Management,FS002725,0.9910111427307128,"Event management is the application of project management to the creation and development of small and/or large-scale personal or corporate events such as festivals, conferences, ceremonies, weddings, formal parties, concerts, or conventions.",0.0053759299973321,-0.100442289823224,True
978-0-13-810748-2,Web Administration,FS007945,0.9959806203842164,Web administration is the process of managing a website,0.0011023250576712,-0.3257828347137252,False
978-0-13-810748-2-SP,Web Administration,FS007945,0.9778006076812744,Web administration is the process of managing a website,0.0011023250576712,-0.3257828347137252,False
978-0-13-810748-2,Website Management,FS007974,0.9649032354354858,The process of managing a website. This includes managing the website's content and user interaction.,0.0015946712677266,-0.2431637700241855,False
978-0-13-810748-2-SP,Website Management,FS007974,0.995731770992279,The process of managing a website. This includes managing the website's content and user interaction.,0.0015946712677266,-0.2431637700241855,False
978-0-13-810748-2,Management,FS004450,0.9778006076812744,"Management (or managing) is the administration of an organization, whether it is a business, a non-profit organization, or a government body.",,,
978-0-13-810748-2-SP,Management,FS004450,0.9418872594833374,"Management (or managing) is the administration of an organization, whether it is a business, a non-profit organization, or a government body.",,,
978-0-13-810748-2,Network Architecture,FS005056,0.9760270714759828,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-810748-2-SP,Network Architecture,FS005056,0.9947233200073242,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-806573-7,Network Architecture,FS005056,0.9764004945755004,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-806573-7-SP,Network Architecture,FS005056,0.9621000289916992,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-794788-1,Network Architecture,FS005056,0.9866853952407836,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-794788-1-SP,Network Architecture,FS005056,0.992706835269928,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-741955-5-SP,Network Architecture,FS005056,0.86738520860672,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used.",0.001480906952353,-0.142505177392671,False
978-0-13-810748-2,Video Editing,FS007806,0.9947233200073242,Video editing is the manipulation and arrangement of video shots.,0.0011159008767284,-0.1876664654345828,False
978-0-13-810748-2-SP,Video Editing,FS007806,0.9680394530296326,Video editing is the manipulation and arrangement of video shots.,0.0011159008767284,-0.1876664654345828,False
978-0-13-810748-2,Editing,FS002389,0.9680394530296326,"Editing is the process of selecting and preparing written, photographic, visual, audible, or cinematic material used by a person or an entity to convey a message or information.",0.006426908057519,-0.1138935657964049,True
978-0-13-810748-2-SP,Editing,FS002389,0.9583738446235656,"Editing is the process of selecting and preparing written, photographic, visual, audible, or cinematic material used by a person or an entity to convey a message or information.",0.006426908057519,-0.1138935657964049,True
978-0-13-810748-2-SP,Event Planning,FS002728,0.9504087567329408,"Event Planning is a business discipline concerned with the organization and management of any event, from small meetings to large international exhibitions",0.0071848161581977,-0.1396272973689239,True
978-0-13-810748-2-SP,Training,FS007554,0.9773259162902832,"Training is teaching, or developing in oneself or others, any skills and knowledge  or fitness that relate to specific useful competencies.",,,
978-0-13-806573-7-SP,Training,FS007554,0.9931280612945556,"Training is teaching, or developing in oneself or others, any skills and knowledge  or fitness that relate to specific useful competencies.",,,
978-0-13-790602-4,Training,FS007554,0.9804022312164308,"Training is teaching, or developing in oneself or others, any skills and knowledge  or fitness that relate to specific useful competencies.",,,
978-0-13-810748-2-SP,Front End Software Engineering,FS003105,0.9536507725715636,Front-end software engineering is a discipline that focuses on development of the user-facing part of a given software application,0.0058601202326952,-0.1374651550406244,True
ITS-CompThink-VUE,Data Manipulation,FS001938,0.9440400004386902,Data manipulation is the process of manipulating or changing information to make it more organized and readable.,0.0013263313137441,-0.0615204399822201,False
ITS-CompThink-VUE,General Computing Concepts,FS003185,0.8872541189193726,"General computing concepts are the fundamental, abstract concepts that are shared by all types of computing",0.0058312178905015,-0.2823573909156203,True
ITS-CompThink-VUE,Algorithms,FS000233,0.9788340926170348,"In mathematics and computer science, an algorithm is a finite sequence of well-defined instructions, typically used to solve a class of specific problems or to perform a computation.",0.0035865007632388,-0.0530146221014507,True
ITS-CompThink-VUE,Arithmetic,FS000435,0.9145562648773192,"Arithmetic is a branch of mathematics that consists of the study of numbers, especially concerning the properties of the traditional operations  of addition, subtraction, multiplication, division, exponentiation, and extraction of roots.",0.0127217375480097,0.2295482465510206,True
ITS-CompThink-VUE,Data Collection,FS001905,0.949121594429016,"Data collection is the process of gathering and measuring information on targeted variables in an established system, which then enables one to answer relevant questions and evaluate outcomes.",0.019396993986583,0.0746598090951384,True
ITS-CompThink-VUE,Critical Thinking,FS001797,0.9986782670021056,Critical thinking is the analysis of facts to form a judgment.,0.0222984452919599,0.0154941120685745,True
978-0-13-792872-9-SP,Critical Thinking,FS001797,0.9993569254875184,Critical thinking is the analysis of facts to form a judgment.,0.0222984452919599,0.0154941120685745,True
978-0-13-792872-9,Critical Thinking,FS001797,0.9573140740394592,Critical thinking is the analysis of facts to form a judgment.,0.0222984452919599,0.0154941120685745,True
978-0-13-767645-3,Critical Thinking,FS001797,0.996508538722992,Critical thinking is the analysis of facts to form a judgment.,0.0222984452919599,0.0154941120685745,True
ITS-CompThink-VUE,Decision Making,FS002017,0.9920367002487184,"In psychology, decision-making (also spelled decision making and decisionmaking) is regarded as the cognitive process resulting in the selection of a belief or a course of action among several possible alternative options.",0.0417791900263793,0.0289869619094749,True
978-0-13-802713-1,Decision Making,FS002017,0.9645115733146667,"In psychology, decision-making (also spelled decision making and decisionmaking) is regarded as the cognitive process resulting in the selection of a belief or a course of action among several possible alternative options.",0.0417791900263793,0.0289869619094749,True
978-0-13-792872-9-SP,Decision Making,FS002017,0.9740113019943236,"In psychology, decision-making (also spelled decision making and decisionmaking) is regarded as the cognitive process resulting in the selection of a belief or a course of action among several possible alternative options.",0.0417791900263793,0.0289869619094749,True
978-0-13-792872-9,Decision Making,FS002017,0.849108874797821,"In psychology, decision-making (also spelled decision making and decisionmaking) is regarded as the cognitive process resulting in the selection of a belief or a course of action among several possible alternative options.",0.0417791900263793,0.0289869619094749,True
978-0-13-767645-3,Decision Making,FS002017,0.9799813628196716,"In psychology, decision-making (also spelled decision making and decisionmaking) is regarded as the cognitive process resulting in the selection of a belief or a course of action among several possible alternative options.",0.0417791900263793,0.0289869619094749,True
ITS-CompThink-VUE,Data Processing,FS001951,0.9555988311767578,Data processing is the collection and manipulation of items of data to produce meaningful information.,0.0118407035825999,-0.1079208329269712,True
ITS-CompThink-VUE,Pattern Recognition,FS005454,0.8935543894767761,Pattern recognition is the automated recognition of patterns and regularities in data.,0.0002096861257005,-0.1079943792719124,False
978-0-13-806573-7,User Account Management,FS007706,0.9282151460647584,"User account management is the process of managing and controlling the creation, deletion and modification of user accounts on a computer system",0.0009340687674255,-0.143822770024084,False
978-0-13-806573-7-SP,User Account Management,FS007706,0.959776759147644,"User account management is the process of managing and controlling the creation, deletion and modification of user accounts on a computer system",0.0009340687674255,-0.143822770024084,False
978-0-13-806573-7,Security Management,FS006623,0.9175382256507874,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-806573-7-SP,Security Management,FS006623,0.9546215534210204,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-821959-8-SP,Security Management,FS006623,0.8767649531364441,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-821959-8,Security Management,FS006623,0.8767649531364441,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-674716-1-SP,Security Management,FS006623,0.8971570134162903,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-792872-9-SP,Security Management,FS006623,0.9299775958061218,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-792872-9,Security Management,FS006623,0.8458104133605957,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-741955-5-SP,Security Management,FS006623,0.8612499237060547,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets.",0.0026147027504179,-0.0982798521264188,False
978-0-13-806573-7,Security Policies,FS006625,0.9905526638031006,"Security policy is a definition of what it means to be secure for a system, organization or other entity.",0.0060308820215931,0.2612463758027445,True
978-0-13-806573-7-SP,Security Policies,FS006625,0.9954620003700256,"Security policy is a definition of what it means to be secure for a system, organization or other entity.",0.0060308820215931,0.2612463758027445,True
978-0-13-821959-8-SP,Security Policies,FS006625,0.9106906056404114,"Security policy is a definition of what it means to be secure for a system, organization or other entity.",0.0060308820215931,0.2612463758027445,True
978-0-13-821959-8,Security Policies,FS006625,0.9106906056404114,"Security policy is a definition of what it means to be secure for a system, organization or other entity.",0.0060308820215931,0.2612463758027445,True
978-0-13-792872-9-SP,Security Policies,FS006625,0.9282637238502502,"Security policy is a definition of what it means to be secure for a system, organization or other entity.",0.0060308820215931,0.2612463758027445,True
978-0-13-792872-9,Security Policies,FS006625,0.919349491596222,"Security policy is a definition of what it means to be secure for a system, organization or other entity.",0.0060308820215931,0.2612463758027445,True
978-0-13-806573-7,Security Controls,FS006617,0.9175381064414978,"Security controls are safeguards or countermeasures to avoid, detect, counteract, or minimize security risks to physical property, information, computer systems, or other assets.",0.0019325257052368,-0.0802428422697632,False
978-0-13-806573-7-SP,Security Controls,FS006617,0.8520420789718628,"Security controls are safeguards or countermeasures to avoid, detect, counteract, or minimize security risks to physical property, information, computer systems, or other assets.",0.0019325257052368,-0.0802428422697632,False
978-0-13-806573-7,Threat Detection,FS007476,0.8856784701347351,"Threat detection is the process of identifying, quantifying, and prioritizing (or ranking) the threats to a system",0.0015276727661091,-0.0749459019248986,True
978-0-13-806573-7-SP,Threat Detection,FS007476,0.9541572332382202,"Threat detection is the process of identifying, quantifying, and prioritizing (or ranking) the threats to a system",0.0015276727661091,-0.0749459019248986,True
978-0-13-792720-3,Threat Detection,FS007476,0.8950203061103821,"Threat detection is the process of identifying, quantifying, and prioritizing (or ranking) the threats to a system",0.0015276727661091,-0.0749459019248986,True
978-0-13-806573-7,Threat Management,FS007477,0.9050883054733276,"Threat management is the process of identifying, analyzing and prioritizing potential threats to an organization's information security and infrastructure",0.0002439768624852,-0.1379103174084849,False
978-0-13-806573-7-SP,Threat Management,FS007477,0.9863163828849792,"Threat management is the process of identifying, analyzing and prioritizing potential threats to an organization's information security and infrastructure",0.0002439768624852,-0.1379103174084849,False
978-0-13-674716-1-SP,Threat Management,FS007477,0.9225566387176514,"Threat management is the process of identifying, analyzing and prioritizing potential threats to an organization's information security and infrastructure",0.0002439768624852,-0.1379103174084849,False
978-0-13-792720-3,Threat Management,FS007477,0.8730672001838684,"Threat management is the process of identifying, analyzing and prioritizing potential threats to an organization's information security and infrastructure",0.0002439768624852,-0.1379103174084849,False
978-0-13-806573-7,Antivirus Software,FS000334,0.975601613521576,"Antivirus software, or antivirus software (abbreviated to AV software), also known as anti-malware, is a computer program used to prevent, detect, and remove malware.",0.0009172536216589,0.0343958429148795,False
978-0-13-806573-7-SP,Antivirus Software,FS000334,0.9837189316749572,"Antivirus software, or antivirus software (abbreviated to AV software), also known as anti-malware, is a computer program used to prevent, detect, and remove malware.",0.0009172536216589,0.0343958429148795,False
978-0-13-806573-7,Email Management,FS002504,0.9535343647003174,Email management is a specific field of communications management for managing high volumes of inbound electronic mail received by organizations.,0.001353608750954,-0.2079537745768259,False
978-0-13-806573-7-SP,Email Management,FS002504,0.9687572121620178,Email management is a specific field of communications management for managing high volumes of inbound electronic mail received by organizations.,0.001353608750954,-0.2079537745768259,False
978-0-13-806573-7,Security,FS006611,0.905088484287262,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-806573-7-SP,Security,FS006611,0.9707485437393188,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-810825-0-SP,Security,FS006611,0.9419184327125548,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-810825-0,Security,FS006611,0.8504921197891235,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-821959-8-SP,Security,FS006611,0.9769839644432068,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-810824-3-SP,Security,FS006611,0.969757080078125,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-821959-8,Security,FS006611,0.9769839644432068,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-674716-1-SP,Security,FS006611,0.974864661693573,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-794788-1-SP,Security,FS006611,0.9784376621246338,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-792872-9-SP,Security,FS006611,0.8918406963348389,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-792720-3,Security,FS006611,0.8950198888778687,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-792872-9,Security,FS006611,0.9981219172477722,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others.",0.0272182487354858,-0.1240853060707856,True
978-0-13-806573-7,Network Security,FS005082,0.9673582911491394,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-806573-7-SP,Network Security,FS005082,0.8537643551826477,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-790725-0-SP,Network Security,FS005082,0.9551594853401184,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-792872-9-SP,Network Security,FS005082,0.9866864681243896,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-792720-3,Network Security,FS005082,0.9695688486099244,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-792872-9,Network Security,FS005082,0.8881763219833374,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-741955-5-SP,Network Security,FS005082,0.9148827791213988,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
UCRT-978-1-61691-098-3,Network Security,FS005082,0.9899841547012328,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources.",0.0022126907741973,-0.1167008944219601,False
978-0-13-806573-7,Network Management,FS005072,0.9616551399230956,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
978-0-13-806573-7-SP,Network Management,FS005072,0.9667633175849916,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
978-0-13-802713-1,Network Management,FS005072,0.9738000631332396,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
978-0-13-792872-9-SP,Network Management,FS005072,0.955243706703186,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
978-0-13-792720-3,Network Management,FS005072,0.9644494652748108,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
978-0-13-792872-9,Network Management,FS005072,0.9465302228927612,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
UCRT-978-1-61691-098-3,Network Management,FS005072,0.9898748397827148,Network management is the process of administering and managing computer networks.,0.0001096234284796,-0.1657435220362755,False
978-0-13-806573-7,Network Engineering,FS005066,0.9667633175849916,Network engineering is the administration and management of systems that use computer networks to link multiple users and computers,,,
978-0-13-806573-7-SP,Network Engineering,FS005066,0.9685802459716796,Network engineering is the administration and management of systems that use computer networks to link multiple users and computers,,,
978-0-13-806573-7,Network Administration,FS005054,0.9931280612945556,Network administration is the process of administering a computer network,0.0020704539302064,-0.160838947513372,False
978-0-13-806573-7-SP,Network Administration,FS005054,0.9763430953025818,Network administration is the process of administering a computer network,0.0020704539302064,-0.160838947513372,False
UCRT-978-1-61691-098-3,Network Administration,FS005054,0.9336479902267456,Network administration is the process of administering a computer network,0.0020704539302064,-0.160838947513372,False
978-0-13-806573-7,Network Infrastructure,FS005069,0.9763430953025818,"Network infrastructure is the physical connecting hardware and structured cabling that enable network connectivity, communication, operations and management of an enterprise network.",0.0001143828275931,-0.1372730750695462,False
978-0-13-806573-7-SP,Network Infrastructure,FS005069,0.9990002512931824,"Network infrastructure is the physical connecting hardware and structured cabling that enable network connectivity, communication, operations and management of an enterprise network.",0.0001143828275931,-0.1372730750695462,False
978-0-13-806573-7,System Administration,FS007247,0.9423192739486694,"System administration is the process of administering a computer system, its software and hardware, and the procedures of an organization",0.0035473457947611,-0.1085232709427838,True
978-0-13-806573-7-SP,System Administration,FS007247,0.8523440361022949,"System administration is the process of administering a computer system, its software and hardware, and the procedures of an organization",0.0035473457947611,-0.1085232709427838,True
978-0-13-806573-7,Configuration Management,FS001576,0.8573436141014099,"Configuration management (CM) is a systems engineering process for establishing and maintaining consistency of a product's performance, functional, and physical attributes with its requirements, design, and operational information throughout its life.",0.003547104679828,-0.0690894511438429,True
978-0-13-806573-7-SP,Configuration Management,FS001576,0.936492919921875,"Configuration management (CM) is a systems engineering process for establishing and maintaining consistency of a product's performance, functional, and physical attributes with its requirements, design, and operational information throughout its life.",0.003547104679828,-0.0690894511438429,True
978-0-13-672132-1,Configuration Management,FS001576,0.9422780871391296,"Configuration management (CM) is a systems engineering process for establishing and maintaining consistency of a product's performance, functional, and physical attributes with its requirements, design, and operational information throughout its life.",0.003547104679828,-0.0690894511438429,True
978-0-13-792872-9-SP,Configuration Management,FS001576,0.9225860238075256,"Configuration management (CM) is a systems engineering process for establishing and maintaining consistency of a product's performance, functional, and physical attributes with its requirements, design, and operational information throughout its life.",0.003547104679828,-0.0690894511438429,True
978-0-13-806573-7,Data Management,FS001937,0.9990002512931824,Data management comprises all disciplines related to managing data as a valuable resource.,0.0096403725695365,-0.028512424750274,True
